Experiment,Location,Structure,Position,Species,Origin,Treatment,Remarks,Date_0,AVG_0,R_0,G_0,B_0,ControlAVG_0,ControlR_0,ControlG_0,ControlB_0,Survival_0,Cause_0,Comments_0,Date_1,AVG_1,R_1,G_1,B_1,ControlAVG_1,ControlR_1,ControlG_1,ControlB_1,Survival_1,Cause_1,Comments_1,Date_2,AVG_2,R_2,G_2,B_2,ControlAVG_2,ControlR_2,ControlG_2,ControlB_2,Survival_2,Cause_2,Comments_2,Date_3,AVG_3,R_3,G_3,B_3,ControlAVG_3,ControlR_3,ControlG_3,ControlB_3,Survival_3,Cause_3,Comments_3,Date_4,AVG_4,R_4,G_4,B_4,ControlAVG_4,ControlR_4,ControlG_4,ControlB_4,Survival_4,Cause_4,Comments_4,Date_5,AVG_5,R_5,G_5,B_5,ControlAVG_5,ControlR_5,ControlG_5,ControlB_5,Survival_5,Cause_5,Comments_5,Date_6,AVG_6,R_6,G_6,B_6,ControlAVG_6,ControlR_6,ControlG_6,ControlB_6,Survival_6,Cause_6,Comments_6,Date_7,AVG_7,R_7,G_7,B_7,ControlAVG_7,ControlR_7,ControlG_7,ControlB_7,Survival_7,Cause_7,Comments_7,Date_8,AVG_8,R_8,G_8,B_8,ControlAVG_8,ControlR_8,ControlG_8,ControlB_8,Survival_8,Cause_8,Comments_8,Date_9,AVG_9,R_9,G_9,B_9,ControlAVG_9,ControlR_9,ControlG_9,ControlB_9,Survival_9,Cause_9,Comments_9,Date_10,AVG_10,R_10,G_10,B_10,ControlAVG_10,ControlR_10,ControlG_10,ControlB_10,Survival_10,Cause_10,Comments_10,Date_11,AVG_11,R_11,G_11,B_11,ControlAVG_11,ControlR_11,ControlG_11,ControlB_11,Survival_11,Cause_11,Comments_11,Date_12,AVG_12,R_12,G_12,B_12,ControlAVG_12,ControlR_12,ControlG_12,ControlB_12,Survival_12,Cause_12,Comments_12,Date_13,AVG_13,R_13,G_13,B_13,ControlAVG_13,ControlR_13,ControlG_13,ControlB_13,Survival_13,Cause_13,Comments_13,Date_14,AVG_14,R_14,G_14,B_14,ControlAVG_14,ControlR_14,ControlG_14,ControlB_14,Survival_14,Cause_14,Comments_14,Date_15,AVG_15,R_15,G_15,B_15,ControlAVG_15,ControlR_15,ControlG_15,ControlB_15,Survival_15,Cause_15,Comments_15,Date_16,AVG_16,R_16,G_16,B_16,ControlAVG_16,ControlR_16,ControlG_16,ControlB_16,Survival_16,Cause_16,Comments_16
Mineral accretion bleaching,Firefly intertidal,14,11,Porites cylindrica,,Control,,10-Mar-2021,,,,,,,,,0,Dead,,16-Mar-2021,,,,,,,,,0,Dead,,24-Mar-2021,,,,,,,,,0,Dead,,31-Mar-2021,,,,,,,,,0,Dead,,07-Apr-2021,,,,,,,,,0,Dead,,14-Apr-2021,,,,,,,,,0,Dead,,21-Apr-2021,47.607,51.415,50.188,41.084,122.192,110.935,119.137,136.073,10,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,12,Acropora verweyi,,Control,,10-Mar-2021,131.138,131.094,149.079,113.209,223.524,203.396,240.814,226.943,90,,,16-Mar-2021,30.109,31.588,30.453,28.252,99.942,67.996,100.402,131.828,90,,,24-Mar-2021,38.432,39.364,44.878,31.021,178.404,152.049,187.818,195.002,100,,,31-Mar-2021,51.886,60.585,55.943,39.16,198.713,182.425,202.503,211.729,90,,,07-Apr-2021,45.396,43.784,54.71,37.665,164.482,134.629,180.028,178.543,100,,,14-Apr-2021,58.781,65.596,64.209,46.597,167.998,157.818,174.22,171.983,90,,,21-Apr-2021,68.929,79.235,67.345,60.204,173.05,164.251,169.775,185.289,90,,,05-May-2021,87.909,10.821,132.596,120.209,159.869,64.297,202.9,212.491,90,,,27-May-2021,90.55,100.962,91.944,78.754,197.723,185.973,196.981,209.672,90,,,24-Jun-2021,53.171,75.801,47.469,36.279,207.723,206.083,204.85,212.502,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,13,Pocillopora verrucosa,,Control,,10-Mar-2021,72.236,69.395,92.69,54.618,167.941,136.103,191.304,176.794,100,,,16-Mar-2021,61.517,62.132,66.58,55.874,130.734,97.363,129.099,165.553,100,,,24-Mar-2021,63.57,50.383,75.747,64.481,116.039,85.263,125.289,137.303,100,,,31-Mar-2021,107.427,98.475,114.29,109.542,155.753,133.315,158.612,175.243,100,,,07-Apr-2021,93.296,74.861,106.798,98.123,162.362,132.39,177.316,176.994,100,,,14-Apr-2021,63.907,62.883,70.27,58.513,103.687,94.204,109.425,107.651,100,,,21-Apr-2021,75.038,75.075,76.861,73.22,117.719,108.965,114.793,129.216,80,,,05-May-2021,106.364,29.114,152.282,137.726,194.594,117.816,225.384,240.544,40,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,14,Porites cylindrica,,Control,,10-Mar-2021,127.507,127.842,144.567,110.022,221.802,199.69,234.783,230.892,50,,,16-Mar-2021,26.744,38.043,32.84,9.313,135.12,102.376,133.594,169.264,40,,,24-Mar-2021,,,,,,,,,0,Dead,,31-Mar-2021,106.579,100.913,121.998,96.75,170.044,144.956,173.195,192.159,30,,,07-Apr-2021,88.04,76.011,107.189,80.961,170.768,141.077,184.516,186.441,30,,,14-Apr-2021,97.366,103.235,110.862,78.051,173.381,167.119,180.007,173.565,35,,,21-Apr-2021,103.64,105.533,109.699,95.593,167.635,156.956,162.99,183.119,30,,,05-May-2021,74.947,10.13,115.511,99.347,118.619,16.232,169.421,169.936,30,,,27-May-2021,115.49,128.801,121.696,95.938,187.249,179.573,185.944,196.313,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,15,Acropora verweyi,,Control,,10-Mar-2021,109.802,114.478,126.778,88.185,197.7,173.194,217.507,202.737,100,,,16-Mar-2021,33.478,36.213,33.831,30.366,117.232,85.344,117.733,149.002,100,,,24-Mar-2021,31.631,33.176,38.232,23.422,180.497,157.765,190.312,193.147,100,,,31-Mar-2021,63.915,72.325,68.713,50.733,177.775,152.704,182.618,197.805,100,,,07-Apr-2021,58.457,56.077,67.928,51.36,147.323,117.247,163.211,161.225,100,,,14-Apr-2021,104.035,114.122,109.536,88.474,205.866,198.076,211.371,208.49,100,,,21-Apr-2021,67.114,75.733,65.775,59.831,166.503,161.595,161.344,176.886,100,,,05-May-2021,98.272,23.4,141.216,130.091,195.37,119.324,225.963,240.935,100,,,27-May-2021,98.167,114.867,98.084,81.576,205.999,196.259,205.716,215.842,100,,,24-Jun-2021,57.049,81.023,51.141,39.021,209.91,208.234,207.094,214.681,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,16,Pocillopora verrucosa,,Control,,10-Mar-2021,126.283,124.622,145.566,108.663,192.693,164.509,209.088,204.833,90,,,16-Mar-2021,47.501,47.669,52.004,42.871,119.896,90.474,118.931,150.283,90,,,24-Mar-2021,73.904,58.818,85.946,76.847,132.667,106.34,142.198,149.436,90,,,31-Mar-2021,106.176,94.643,111.371,112.416,145.517,123.465,148.468,164.744,90,,,07-Apr-2021,91.484,74.237,105.958,94.218,163.752,134.403,178.373,178.118,100,,,14-Apr-2021,118.417,116.651,125.026,113.433,174.615,165.228,180.81,177.909,80,,,21-Apr-2021,120.594,128.082,117.712,115.902,184.3,178.435,180.336,194.023,70,,,05-May-2021,98.77,16.671,144.9,134.691,183.586,101.575,217.648,231.679,10,,,27-May-2021,129.304,145.821,134.187,107.903,211.859,201.972,211.453,221.929,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,1,Porites cylindrica,,Control,,10-Mar-2021,88.412,79.392,110.961,74.96,188.339,157.18,209.256,198.268,85,,,16-Mar-2021,60,60,60,50,180,170,180,200,90,Dead,"Biofilm, values based on similar fragment",24-Mar-2021,46.637,47.234,60.255,32.389,191.642,168.233,200.741,206.054,90,,,31-Mar-2021,66.737,72.849,77.69,49.661,203.274,195.906,206.006,207.851,90,,,07-Apr-2021,68.243,62.427,86.456,55.843,175.363,147.197,189.522,189.016,90,,,14-Apr-2021,70.622,75.788,85.14,50.898,171.336,159.58,178.43,176.138,85,,,21-Apr-2021,32.368,35.006,37.755,24.202,120.312,113.789,116.536,130.52,85,,,05-May-2021,74.413,10.392,111.28,101.554,123.323,23.546,171.842,174.633,80,,Really bad visibility,27-May-2021,28,36.316,31.397,17.531,138.601,129.314,137.139,149.057,90,,,24-Jun-2021,37.007,45.836,37.176,28.09,151.609,142.573,147.956,164.526,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,2,Pocillopora verrucosa,,Control,,10-Mar-2021,129.296,124.785,151.543,111.621,216.816,190.202,235.579,225.273,100,,,16-Mar-2021,71,73,75.58,65.277,173.295,149.447,172.991,197.814,100,,,24-Mar-2021,94.671,83.188,106.292,94.452,178.672,154.736,187.254,194.112,100,,,31-Mar-2021,98.23,95.12,103.368,96.253,169.735,157.404,172.866,178.974,100,,,07-Apr-2021,85.425,68.711,98.63,88.841,169.637,139.89,184.642,184.013,100,,,14-Apr-2021,82.696,81.428,88.87,77.709,154.085,141.674,161.083,159.296,100,,,21-Apr-2021,98.064,102.966,95.956,95.13,153.008,146.236,149.599,162.966,100,,,05-May-2021,82.821,10.857,123.231,114.338,154.532,61.187,196.707,205.579,80,,Really bad visibility,27-May-2021,63.088,75.613,67.177,46.563,158.091,144.733,157.33,171.921,10,,Deadish,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,3,Millepora tenera,,Control,,10-Mar-2021,78.051,82.419,94.262,57.486,218.728,192.708,235.599,228.713,100,,,16-Mar-2021,24.703,26.888,27.031,20.231,141.775,111.017,142.001,171.91,100,,dark pic,24-Mar-2021,41.326,44.691,52.669,26.599,167.868,142.768,177.21,183.901,100,,,31-Mar-2021,44.213,47.82,51.791,32.987,137.369,122.528,142.529,146.845,95,,,07-Apr-2021,62.819,50.164,77.286,61.024,170.899,145.395,185.76,181.766,100,,,14-Apr-2021,82.972,81.839,92.53,74.574,161.133,149.408,168.536,165.75,95,,,21-Apr-2021,86.008,88.326,86.293,83.403,158.597,149.37,154.558,171.773,95,,,05-May-2021,100.4,15.06,148.151,137.848,161.587,69.892,202.592,211.822,95,,Really bad visibility,27-May-2021,55.368,73.521,59.932,32.663,188.094,173.896,188.545,201.929,100,,white hairs,24-Jun-2021,14.698,17.042,13.836,13.003,130.181,119.78,126.836,143.686,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,4,Millepora tenera,,Control,,10-Mar-2021,52.678,52.678,91.534,52.678,192.731,162.684,213.189,201.779,95,,,16-Mar-2021,24.972,28.861,26.342,19.784,133.997,105.827,133.485,162.764,100,,,24-Mar-2021,39.924,46.627,50.922,22.229,188.824,164.337,198.311,203.762,95,,,31-Mar-2021,59.664,66.835,68.943,43.227,175.971,164.464,180.671,182.736,95,,,07-Apr-2021,55.915,45.924,70.103,51.686,150.248,119.002,166.11,165.261,90,,,14-Apr-2021,68.281,71.755,78.897,54.19,156.761,145.118,164.844,160.808,90,,,21-Apr-2021,67.105,70.417,68.592,62.272,135.374,128.278,131.442,146.254,90,,,05-May-2021,100.053,20.665,146.368,133.052,169.087,81.462,207.966,217.484,90,,Really bad visibility,27-May-2021,21.235,31.948,24.287,7.487,87.578,66.39,87.908,108.43,95,,parts broken off coral? Missing,24-Jun-2021,20.177,25.334,18.781,16.204,136.047,123.137,132.257,152.86,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,5,Acropora verweyi,,Control,,10-Mar-2021,88.771,84.321,106.258,75.678,181.963,151.129,203.114,191.074,95,,,16-Mar-2021,28.924,31.848,30.091,24.845,142.26,119.44,143.313,163.695,90,,,24-Mar-2021,48.537,51.084,57.361,37.186,188.87,164.164,197.938,204.662,95,,,31-Mar-2021,52.166,59.733,58.136,38.664,164.295,138.944,170.615,183.07,95,,,07-Apr-2021,55.195,54.611,66.469,44.472,172.155,142.255,186.461,187.222,95,,,14-Apr-2021,64.873,73.19,74.063,47.395,174.187,163.946,180.353,178.245,95,,,21-Apr-2021,45.523,51.078,50.194,35.295,171.146,167.506,166.874,179.152,90,,,05-May-2021,78.142,11.159,118.652,104.61,146.12,45.914,192.883,199.881,90,,Really bad visibility,27-May-2021,56.239,65.956,60.538,42.223,168.072,157.029,166.951,179.702,100,,,24-Jun-2021,36.691,54.599,32.342,23.14,178.055,175.489,173.823,185.402,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,6,Millepora tenera,,Control,,10-Mar-2021,94.245,97.594,114.154,71.012,195.624,165.22,213.298,208.784,100,,,16-Mar-2021,28.33,36.178,32.233,16.557,153.598,132.328,155.056,173.333,95,,,24-Mar-2021,44.135,52.744,59.19,20.45,179.477,152.071,189.572,196.827,100,,,31-Mar-2021,60.677,67.582,71.772,42.673,163.82,138.529,170.023,182.633,100,,,07-Apr-2021,52.191,46.585,67.233,42.709,191.335,164.186,205.012,204.463,90,,,14-Apr-2021,64.837,72.92,76.098,45.511,163.033,151.681,169.215,168.268,90,,,21-Apr-2021,53.78,63.052,54.885,43.436,131.987,124.74,128.156,142.806,90,,,05-May-2021,84.562,17.071,122.968,113.639,144.84,44.725,191.692,198.533,70,,Really bad visibility,27-May-2021,22.879,36.697,23.644,8.34,133.483,124.796,132.59,143.012,100,,,24-Jun-2021,27.29,38.977,25.149,17.627,166.029,162.042,161.802,174.349,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,7,Acropora verweyi,,Control,,10-Mar-2021,81.652,77.945,98.423,68.554,164.947,127.143,188.205,179.991,95,,,16-Mar-2021,23.722,27.408,24.558,19.238,133.5,109.124,133.598,157.624,90,,,24-Mar-2021,63.023,67.888,74,47.189,225.738,201.054,234.195,241.782,90,,,31-Mar-2021,59.175,68.346,63.962,45.241,191.56,169.067,197.439,208.333,95,,,07-Apr-2021,67.181,68.855,78.882,53.811,151.447,120.961,167.998,165.114,90,,,14-Apr-2021,87.357,100.819,92.885,68.393,202.305,192.613,207.202,207.361,90,,,21-Apr-2021,93.605,107.191,91.437,82.192,191.026,182.431,188.101,202.391,90,,,05-May-2021,88.391,24.385,126.536,114.117,177.6,92.786,213.889,225.77,95,,Really bad visibility,27-May-2021,67.307,82.588,67.156,52.203,188.145,178.774,187.407,198.083,95,,,24-Jun-2021,50.699,75.72,44.808,31.6,204.364,202.424,200.999,209.943,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,8,Pocillopora verrucosa,,Control,,10-Mar-2021,79.305,77.799,97.752,62.398,183.509,154.898,203.845,191.797,100,,,16-Mar-2021,42.548,45.753,48.312,33.605,145.828,121.239,146.379,169.952,100,,,24-Mar-2021,77.917,64.916,93.169,75.663,183.959,158.29,193.355,200.155,95,,,31-Mar-2021,103.196,91.133,114.638,103.712,154.334,128.724,159.673,174.453,100,,,07-Apr-2021,86.917,69.377,103.203,88.17,146.34,115.429,162.165,161.066,100,,,14-Apr-2021,77.816,76.189,85.892,71.277,139.67,128.711,145.562,144.75,95,,,21-Apr-2021,90.694,93.452,91.232,87.358,137.697,133.07,134.518,145.864,95,,,05-May-2021,91.558,11.333,136.039,127.24,142.757,47.121,186.842,194.245,90,,Really bad visibility,27-May-2021,,,,,,,,,0,Dead,Missing pic,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,9,Pocillopora verrucosa,,Control,,10-Mar-2021,140.863,141.3,161.124,120.155,216.131,191.427,232.282,223.821,100,,,16-Mar-2021,51.67,49.762,54.725,50.553,149.78,120.635,148.971,179.815,100,,,24-Mar-2021,114.254,98.49,126.537,117.677,175.396,149.566,185.131,191.298,95,,,31-Mar-2021,100.41,93.23,104.436,103.62,165.684,149.714,169.049,178.381,100,,,07-Apr-2021,99.922,83.341,112.682,103.629,145.385,114.603,161.251,159.952,90,,,14-Apr-2021,101.033,99.292,107.262,96.458,165.825,154.356,172.535,170.5,90,,,21-Apr-2021,92.005,94.093,89.616,92.28,161.205,153.56,157.03,172.926,80,,,05-May-2021,87.32,10.201,131.238,120.456,147.23,49.596,192.698,199.629,70,,Really bad visibility,27-May-2021,97.957,98.791,100.916,94.184,187.022,178.044,186.292,196.66,50,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,10,Porites cylindrica,,Control,,10-Mar-2021,,,,,,,,,0,Dead,,16-Mar-2021,,,,,,,,,0,Dead,,24-Mar-2021,,,,,,,,,0,Dead,,31-Mar-2021,,,,,,,,,0,Dead,,07-Apr-2021,,,,,,,,,0,Dead,,14-Apr-2021,,,,,,,,,0,Dead,,21-Apr-2021,,,,,,,,,0,Dead,,05-May-2021,,,,,,,,,0,Dead,Really bad visibility,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,11,Porites cylindrica,,Control,,10-Mar-2021,,,,,,,,,0,Dead,,16-Mar-2021,,,,,,,,,0,Dead,,24-Mar-2021,80.698,72.033,96.118,73.716,189.486,163.965,200.365,203.987,10,,Deadish,31-Mar-2021,,,,,,,,,0,Dead,,07-Apr-2021,,,,,,,,,0,Dead,,14-Apr-2021,,,,,,,,,0,Dead,,21-Apr-2021,,,,,,,,,0,Dead,,05-May-2021,,,,,,,,,0,Dead,Really bad visibility,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,12,Acropora verweyi,,Control,,10-Mar-2021,86.346,86.663,102.403,69.973,211.894,188.891,231.558,215.248,95,,,16-Mar-2021,34.436,36.806,34.376,32.099,178.018,154.672,178.375,200.955,100,,,24-Mar-2021,41.659,44.326,48.78,31.852,166.492,136.581,176.255,186.517,100,,,31-Mar-2021,56.392,62.994,61.083,45.121,191.332,165.961,195.464,212.404,100,,,07-Apr-2021,60.8,64.545,71.856,46.011,175.214,146.009,188.763,190.573,90,,,14-Apr-2021,74.471,82.393,79.897,61.149,191.445,180.642,196.473,196.841,95,,,21-Apr-2021,80.308,91.917,77.688,71.298,174.224,168.274,170.667,183.332,100,,,05-May-2021,94.076,16.81,137.828,127.464,129.345,24.72,179.925,183.122,100,,Really bad visibility,27-May-2021,69.252,76.261,70.928,60.59,164.708,151.958,164.273,177.418,100,,,24-Jun-2021,37.726,51.387,34.23,27.51,191.384,189.115,188.535,196.433,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,13,Millepora tenera,,Control,,10-Mar-2021,49.372,57.667,68.58,21.916,151.594,114.479,177.704,163.041,100,,,16-Mar-2021,27.665,43.118,30.998,8.892,144.449,117.282,145.295,170.898,100,,,24-Mar-2021,68.143,83.075,82.238,39.093,176.216,150.501,184.906,193.175,95,,,31-Mar-2021,99.271,96.511,109.317,91.951,146.001,126.009,151.018,161.126,90,,,07-Apr-2021,101.504,85.72,119.147,99.649,161.934,132.745,177.591,175.37,80,,,14-Apr-2021,106.856,106.619,115.824,98.094,186.004,174.072,191.118,192.362,85,,,21-Apr-2021,83.433,85.938,85.792,78.504,138.88,132.133,135.07,149.203,80,,,05-May-2021,96.489,23.578,139.259,126.586,158.972,65.27,200.858,210.641,65,,Really bad visibility,27-May-2021,38.072,61.799,40.225,12.196,174.633,167.087,174.119,182.985,95,,,24-Jun-2021,35.013,51.458,31.138,22.434,193.27,191.386,190.068,198.62,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,14,Acropora verweyi,,Control,,10-Mar-2021,69.137,64.938,83.954,58.475,152.707,114.418,177.157,166.287,95,,,16-Mar-2021,30.189,34.584,30.119,25.842,136.712,102.588,136.763,170.723,95,,,24-Mar-2021,53.584,57.783,63.037,39.95,194.399,161.686,204.159,216.919,100,,,31-Mar-2021,60.133,71.202,64.472,44.744,199.142,172.419,202.884,222.343,100,,,07-Apr-2021,49.615,48.466,58.398,41.969,186.562,156.064,200.597,202.774,95,,,14-Apr-2021,72.961,84.853,79.08,54.967,197.705,187.95,202.642,202.703,90,,,21-Apr-2021,67.432,82.29,67.212,52.795,159.599,151.253,155.726,171.797,95,,,05-May-2021,98.765,25.904,143.113,127.301,200.206,126.027,229.378,245.105,100,,Really bad visibility,27-May-2021,54.234,67.301,57.061,38.36,170.142,159.48,169.871,180.711,95,,,24-Jun-2021,35.316,54.937,31.122,19.896,187.743,185.548,184.125,194.197,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,15,Porites cylindrica,,Control,,10-Mar-2021,99.696,90.131,119.577,89.337,170.853,136.583,192.228,183.924,60,,,16-Mar-2021,55.512,55.117,58.529,52.886,184.093,167.88,183.858,200.125,60,,,24-Mar-2021,115.865,99.584,132.794,115.304,215.029,191.263,223.375,230.363,35,,,31-Mar-2021,117.097,107.519,129.393,114.406,189.636,163.256,193.866,211.686,50,,,07-Apr-2021,106.862,93.537,123.692,103.347,145.238,115.882,160.7,158.957,50,,,14-Apr-2021,137.12,142.094,146.434,122.937,207.531,198.784,211.887,212.185,40,,,21-Apr-2021,89.797,94.804,93.681,80.91,161.199,154.037,156.787,172.536,40,,,05-May-2021,91.36,10.17,136.79,127.028,166.749,75.675,206.124,218.102,30,,Really bad visibility,27-May-2021,79.276,85.831,83.562,68.456,160.524,149.289,158.922,172.939,10,,,24-Jun-2021,107.441,122.54,107.546,92.251,199.978,198.725,197.112,204.539,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,15,16,Pocillopora verrucosa,,Control,,10-Mar-2021,95.386,93.879,115.728,76.566,200.23,173.255,220.172,207.732,100,,,16-Mar-2021,55.811,60.042,61.326,46.095,179.752,162.441,180.294,196.169,100,,,24-Mar-2021,85.934,70.195,100.109,87.468,157.42,132.437,165.533,174.285,95,,,31-Mar-2021,113.253,99.818,122.18,117.693,139.377,114.588,145.923,157.406,100,,,07-Apr-2021,97.01,79.649,111.011,100.338,136.741,105.21,153.829,151.14,95,,,14-Apr-2021,97.482,95.211,103.09,94.092,160.481,148.026,166.555,166.609,95,,,21-Apr-2021,88.534,92.657,86.512,86.316,154.346,149.37,150.469,163.037,90,,,05-May-2021,86.9,14.153,128.403,117.963,168.627,79.081,207.103,219.218,70,,Really bad visibility,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,16,1,Millepora tenera,,Control,,10-Mar-2021,70.323,79.373,89.061,42.533,176.021,145.302,196.411,185.872,100,,,16-Mar-2021,26.107,46.781,25.874,5.697,122.169,104.154,122.463,140.037,100,,,24-Mar-2021,69.929,84.534,82.878,42.385,165.92,145.071,175.381,177.122,100,,,31-Mar-2021,81.968,89.712,89.326,66.931,137.783,126.288,141.089,145.823,100,,,07-Apr-2021,97.943,82.71,112.531,98.695,153.55,123.166,165.149,172.424,90,,,14-Apr-2021,92.427,88.482,102.413,86.407,159.879,144.391,164.681,170.062,90,,,21-Apr-2021,82.995,84.949,84.247,79.722,137.823,131.557,133.687,148.001,95,,,05-May-2021,94.219,16.331,139.191,126.99,136.286,39.585,185.029,184.084,95,,,27-May-2021,46.732,68.949,52.081,19.195,160.526,142.745,158.51,180.218,100,,,24-Jun-2021,31.596,41.656,29.012,24.038,188.364,179.607,183.732,201.629,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
